ID_juntos;ID;Provincia;Enclave;COSERID;Ejemplo;Preposicion_anterior;Forma;Preposicion_de;Definitud_termino;Termino_tipo;Verbo;Observaciones;Búsqueda
253;140;Pontevedra;Galegos (Lalín);3503;" E3 :  No eso también es curioso. También, también es valioso, por supuesto, para...  I3 :  En el sentido de que si se..., si se... los matrimonios, si se... apalabraban [V-Sml] tenías que casarte con las chicas de alrededor porque no había medios de..., de transporte, como no fueras en bici o caballo no...  I1 :   Bueno, pues ese señor anda mucho con mi hijo en el trabajo. A veces yo voy con el tractor|CF19| , porque conduzco el tractor. Y nos llevamos bien y a veces contamos chistes. Y dijo..., yo le digo eh... yo le digo a él, cuando hace una cosa bien: ""Tú eres listo, bueno menos en una cosa"", y dice: ""¿Y qué?"" [RISAS]  ""Hombre, la novia te la tuvo que buscar tu padre. [RISAS] La novia te la tuvo que buscar tu padre"". [RISA] Dice: ""¿Y tú, y el tuyo no te la ha buscado?""; ""Ay no, no, no, no, no"". Pero, mi padre, sí que fue un día, cuando ya teníamos pensado casarnos, a casa de..., de mi señora, a decir que nos ibamos|MV15| casar y los otros ya lo sabían, pero era que el visto bueno de hacer una comida y cenar allí, ¿me entiendes? Y entonces dice: ""¿Entonces tu padre pa que fue también?"", me lo dice él porque yo le tengo contado. Mi padre ya estaba, no él no lo buscó, yo ya la tenía buscada [RISAS]. Y es así.    I2 :  [L-Otra: Bueno, ahora dexemos eso [HS:I1 [A-Inn].] que te pregunten otra cousa]. [A-Inn].  [RISAS] [A-Inn].  I1 :  Ahora sí nos descasamos. El que fue, el que fue... [Rndo: antes no es ahora.] La llamaban el día que se va a pedir la novia, ¿me entiendes? El día de la petición. Pero ahora no hace falta pedirla, y tenéis... [HS:I3: Cómo que no, papá, sí.] ¿No? O sí. [HS:I3: Sí.] ¿Sí? [HS:I3: Sí, claro.] Bueno, bueno, [HS:I2: Ya no sabes las modas.] Cuando..., cuando tú te casaste [HS:I4: Ahora se hace por internet y ya está.] [Rndo: [V-Mrm].] No, es que hay un refrán que dice: ""ahora ya no se lleva de pedirle la hija al"", voy a hablar gallego después te lo explico [L-Otra: ""ja nao se leva de pedir a filha ao pai entrar pela casa adiante como levai papá""]  [HS:I2: Explícalo en castellano.] ¿No lo entendiste? [HS:E1: A medias.] Que ahora ya no se lleva de pedirle la hija al padre, entra por la casa alante y cómo la va, papá. Se saluda y ya está. Y nada más. Ahora ha cambiado la cosa. Y ahora más cosas si queréis. Le podéis preguntar a este también que [RISA], bueno, este [G-Mst] este..., este es más joven que yo. [RISA]  ";a;casa;si;definido;parentesco;movimiento;;en a de casa de
254;141;Pontevedra;Galegos (Lalín);3503;"I3 :  A ver, la comida, aquí, a la gente que tenía tierras no les faltaba.  I1 :  Exactamente.  I3 :   El problema, [HS:I1 Nosotros teníamos tierras.] el problema es que, aquí, había mucha gente que no tenía tierras [R-Cas] y se iba a, a trabajar a casa de, de otra gente que tenía valles y eran los caseiros. Mucha gente iba, trabajaba todas las tierras de otro. La rentabilidad era muy poca y parte de esa rentabilidad tenía que dárselas al dueño.   I4 :  Un cincuenta por ciento  I3 :  Cincuenta o más, [HS:I1: Más, o más, o más.] entonces, claro, [HS:I1 Aquí...] trabajábamos ya con unos márgenes muy pequeños. [HS:I1 Sí.] Si tú tenías tierras, pero si tenías que ir a trabajar a las tierras de otro y dar la mitad del trigo, la mitad de lo que te cost-, de lo que te daba. [HS:I4 Los terneros.] Era un ternero y le tenías que dar la mitad al dueño. Y el dueño realmente no hacía nada. Solo le decía, que lo que está todo abandonao, ""tú trabaja ahí mis tierras y me das la mitad"", entonces, eso eran los caseiros aquí.  ";a;casa;si;definido;otro;movimiento;;en a de casa de
255;142;Salamanca;Puebla de Yeltes;3614; I3 :  También venían, sí, sí.  I1 :  Se molía pero no lo podían..., yo no sé [A-Inn]. El ceazo del molino no, no funcionaba porque se lo habían requisao. [HS:I3 Lo, lo molía todo, pero luego nosotros teníamos que cernir.] Y lo molía todo junto, y lo traíamos a casa, y con unas cernideras se | y unos ceazos, pues se le daba así, y se caía la harina y quedaba el salvao.  I3 :   Ese era mu mal oficio. Eso hacíamos de noche. Yo me tocó mucho hacerlo, de noche, en casa de mi madre, a cernirlo, pa el día siguiente, de madrugá, amasar.   E2 :  ¿Cebada no tienen por aquí?  I1 :  Sí.  I3 :  Cebada y trigo ya es lo que se suele sembrar. ;en;casa;si;definido;parentesco;estado;;en a de casa de
256;143;Salamanca;Puebla de Yeltes;3614;I1 :  Pa'l cura, pa'l su tío cura.  E1 :  ¿Por qué ha dicho usted que, que la tocó, porque se repartieron algo?  I3 :   Era de casa de los abuelos, y le tocó a una prima carnal de ella, y ahora lo tiene una hija, según ella, pero...   I1 :  Es que un primo carnal de mi madre era cura, y había hecho yo una mantelería pa una tía mía, y la vio y le gustó mucho, y dijo que le hiciera una. Y se la hice. Y luego después ya el cura se murió, y la heredaron ellas, la tenía que haber heredao yo.  I3 :  La hizo.  I1 :  Porque la hice yo, pero bueno. ;de;casa;si;definido;parentesco;procedencia;;en a de casa de
257;144;Salamanca;Puebla de Yeltes;3614;I3 :  No ves por ejemplo los calaos que hay en mantelería, con calaos, a mano, en Canarias sobre todo, pues...  I1 :  Yo lo único que tengo de eso es una toalla y me parece que no tengo más. Y tengo muchas cosas.  I3 :   Pero si lo haces como ella, en casa de su madre, luego a quien le toque, como le pasaría a ella, entendido como te digo yo de esa mantelería, porque yo lo sabía, que, que estaba en esa ca- | en esa parte, porque se lo he oído decir a ella. Que había dicho esta mujer que la tenía que haber traído ella.   E1 :  Me están picando los ojos, yo creo que tengo hasta alergia y todo.  I1 :  Entonces es alergia a este pueblo. ;en;casa;si;definido;parentesco;estado;;en a de casa de
258;145;Salamanca;Puebla de Yeltes;3614;I3 :  Aquí también vendíamos el trigo a estraperlo. No se podía vender.  E2 :  Se llevaba al molino también.  I3 :   Me acuerdo, mira, en casa de mi padre, el día que cantó misa [NP], el fraile, pa que no se me olvide la fecha. Y pues vino a hablar con muchísima gente, porque era un fraile que cantó misa de aquí y vinon unos tíos nuestros de ahí, de Moras Verdes, una chica joven y había mi padre vendido por la noche dos cargas de trigo. Cuando estábamos comiendo, con la cosa de la ceremonia, se nos presentaron los señores, que se lo habían quitao, y ellos no dijeron de quién era el trigo, mi padre le tuvo que volver a dar otras dos cargas de trigo, con tal que no | a callar. Perdimos el trigo, y luego decíamos nosotros: «Ay, madre, esto es que lo han dejao en algún sitio, y ahora han vuelto, [V-Sml] y le hemos dao otras dos cargas». Pero luego tenía mi padre unos parientes de ahí, de [A-Inn], que eran guardias, tres hermanos, y un día coincidió con uno en el coche, y estaba pa ahí, y le dijo: «Oye, pues me ha pasao esto». Y dice: «Ay, era tuyo». Dice: «Claro que era mío». Dice: «Pues [A-Inn]». Y me acuerdo que le dijo un día al marido de usted, cuando estaba en La Alberca, dice: «Oye, y si un día quitas una carga de trigo y declaran que era de [NP], ¿cómo haces?». Que podía haber vendido el trigo esta señora y haberlo quitao su marido. Y dijo: «Hombre, pues cosa te puede pasar».   E2 :  Era una aventura, ¿verdad?  I3 :  Era una aventura, sí. Y, anda, que venir aceiteros con un mulo y dos pellejos de aceite y los guardias, los guardias. Y oye, eso sí, la gente del pueblo, los guardias, en cualquier corral, se metía el mulo con la carga, con un chico joven, ¿se acuerda, señora [NP]? Que por esta calle pa abajo, y encima, huyendo de los guardias, en el | un corral le metieron el mulo, y luego al mulo le dio un | el toro del pueblo le metió el cuerno por la barriga y se murió el, el mulo. ;en;casa;si;definido;parentesco;estado;;en a de casa de
259;146;Salamanca;Puebla de Yeltes;3614;E1 :  A ver, señora [NP], [NP], cuéntenos cómo se hace el jabón.  I1 :  Ah, pues mira, esas, que lo saben hacer mejor que yo. Pues con grasa, con grasa, y con sosa, y agua. Y ya está.  I3 :   Antes lo hacían, antes lo hacían a medida, y con el agua la metían en infusión la, la sosa. [V-Ljn] Yo sí me acuerdo en casa de mi madre, que lo hacíamos así, mi madre echaba, por ejemplo, la sosa en una olla, con agua, y al día siguiente luego ya hacía el jabón. Yo ahora yo ya lo hago a peso. Echo seis kilos de grasa con seis litros de agua y, y luego se le echa un kilo de sosa, y si no...   E1 :  ¿Sosa cáustica o de la otra?  I3 :  No, sosa de que venden en paquetitos, viene en paquetitos y a medios [A-Inn]. ;en;casa;si;definido;parentesco;estado;;en a de casa de
260;147;Salamanca;Puebla de Yeltes;3614;E2 :  ¿Tenían horno de pan en todas las casas?  I1 :  Sí, sí, sí, sí, sí. En mi casa hay uno todavía.  I3 :   Nosotros lo hemos esbaratao~. Nosotros ya lo hemos esbaratao~, pero en casa de mi padre lo hay, y bien grande. De treinta y tres piezas.   I1 :  Y todas masábamos. Toda la gente, no hay que decir que uno solo.  I3 :  Y nos prestábamos el pan. Si con eso a mí se me terminaba, iba a una vecina: «Préstame un pan». Y lo pesábamos. ;en;casa;si;definido;parentesco;estado;;en a de casa de
261;148;Salamanca;Palencia de Negrilla;3610; E1 :  |T14| Cuéntenos alguna boda. Así.  I1 :  Bueno, pues una boda...  E2 :  Cómo era, sí...  I1 :   Pues las bodas, mira, normalmente | yo me casé aquí, [HS:E1 [Asent].] pero... esto yo os estoy hablando de hace... treinta y dos años que me casé, pero entonces, yo, de anterior a mí, mi hermana, que se casó hace ya..., mi hermana pues se casó hace ya cuarenta y... siete años, yo tenía diez años, y me acuerdo un poquito de su boda. Entonces os voy a hablar de la boda más antigua que la mía. Y entonces pues se, se cogía y..., y aquí se hacía en casa la..., la comida, se traía una ternera, se traían los tostones, se traía las lechugas, se traía la pesca, se traía todo... y se traía una cocinera. Entonces la víspera | la entrevíspera se hacían las tartas, los bollos, y entonces... se estaban tres días haciendo comida para el día de la boda. Y entonces la víspera de la boda, ese día, pues ya venían todos los invitaos a cenar, los invitaos que venían invitaos de boda, [HS:E1 [Asent].] entonces venían todos a cenar a... casa de..., de la novia y... entonces ya también venía el tamborilero, [HS:E1 [Asent].] que se traía siempre el tamborilero, y había baile. [HS:E1 [Asent].] Y luego, el día de la boda, en la mañana también venían todos los convidaos a desayunar a casa de la novia. Entonces luego ya salía el cortejo desde casa de la novia hacia la iglesia. Y ese día pues iba el tamboril y... era la misa pues normalmente, como la que es ahora, una misa cantada, entonces la cantaban los | el, el sacristán o los que estuvieran para cantar la misa. [NP], ¿te has encontrao con [NP]?   I2 :  No lo he visto.  I1 :  ¿No lo has visto? Mira, entra, que tengo mucha gente aquí conmigo. ;a;casa;si;definido;otro;ambiguo;;en a de casa de
262;217;Salamanca;Palencia de Negrilla;3610;I1 :  Bueno, cuando nosotros fueron las tres comidas y la comida de la víspera.  I2 :  La comida de la víspera.  I1 :   Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.   E1 :  Ella invitaba siempre.  I1 :  Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo. ;en;casa;si;definido;otro;estado;;en a de casa de
263;218;Salamanca;Palencia de Negrilla;3610;I1 :  Bueno, cuando nosotros fueron las tres comidas y la comida de la víspera.  I2 :  La comida de la víspera.  I1 :   Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.   E1 :  Ella invitaba siempre.  I1 :  Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo. ;en;casa;si;definido;otro;estado;;en a de casa de
264;219;Salamanca;Palencia de Negrilla;3610;I1 :  Bueno, cuando nosotros fueron las tres comidas y la comida de la víspera.  I2 :  La comida de la víspera.  I1 :   Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.   E1 :  Ella invitaba siempre.  I1 :  Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo. ;en;casa;si;definido;otro;estado;;en a de casa de
265;220;Salamanca;Palencia de Negrilla;3610;I1 :  Bueno, cuando nosotros fueron las tres comidas y la comida de la víspera.  I2 :  La comida de la víspera.  I1 :   Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.   E1 :  Ella invitaba siempre.  I1 :  Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo. ;en;casa;si;definido;otro;estado;;en a de casa de
266;149;Salamanca;Palencia de Negrilla;3610;I1 :  Bueno, cuando nosotros fueron las tres comidas y la comida de la víspera.  I2 :  La comida de la víspera.  I1 :   Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.   E1 :  Ella invitaba siempre.  I1 :  Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo. ;en;casa;si;definido;otro;estado;;en a de casa de
267;150;Salamanca;Palencia de Negrilla;3610;"I1 :  Él de eso... No, yo estoy hablando de que cuando mi hermana pasaba lo mismo, y entonces luego después, cuando venía la hora de la cena, de ya se había bai-, se había | porque todo era consistir en, en bailar, y estar de boda, estar de fiesta, bailar. Bailar, comer bien, o sea, todo en casa de la novia, ¿eh?, conste, todo eso es en casa de la novia, porque en casa del novio, a pesar de que fuera del pueblo, en casa del novio no había nada, era todo en casa de la novia.  E1 :  Ella invitaba siempre.  I1 :   Eh... la novia, sí. A pesar de que, normalmente, yo lo conocí siempre, eran los gastos de los dos, los gastos del novio y de la novia, pero en casa de la novia todo.   E1 :  No se espigaba, ¿no?  I1 :  Bueno, [RISAS] ahora voy [HS:E1 Por partes, ¿no?] a la espiga,ahora voy a la espiga. Ahora ya viene la cena. [HS:E1 Sí, sí.] La hora de la cena, normalmente, pues a las diez, diez y media, una cena normal. Y la cena es la cena también cena de fiesta, ¿no? Y al acabar la cena, ahí estaba la espiga, [R-Ind] ahí ya ponía la esa... ahora ya, amigo, t- | ya toca pagar. Ahora ya hemos bailao, ahora ya hemos, hemos dao toa la guerra que hemos querido, hemos... Vamos, allí también, en las bodas, hacen bodas, conste, que también es cuando van chicos y chicas, también allí lo pasan en grande, [HS:E1 Ah.] sin preocuparse a lo mejor de la novia, ni del novio, sino se preocupan de ellos mismos, [Rndo: o sea, que...] eso ya es una cosa que es así. Entonces, ya te digo, antes, que... luego después era la espiga, normalmente eran, como es ahora, dinero o..., o prendas, bien fueran sábanas, bien fueran ajuar de la novia, normalmente ajuar, sobre, [HS:E1 Se lo daban a...] sobre todo las amigas, la espiga era toda a la novia. Otra cosa, ¿eh?, [HS:E2 [Asent].] se besaba a la novia, se daba la mano al novio, pero la espiga es a ella a quien se le daba. No había lo que hay ahora, no se cortaban ligas ni esas historias, eso no había, eso no, no, eso no, era la cosa más decente, ahora son demasiao indecentes, [RISA] ahora hasta los calzoncillos los cortan al novio. [RISA] A mí eso me pone mala. [RISA] Pero bueno, es así; eso no lo había, [RISA] [Rndo: y luego ya,] pues eso, la espiga ya, luego ya venía la cena, venía el baile de después de cenar, otra vez otro baile, a terminación, y la gente cada uno pa su casa. [R-Inf] ";en;casa;si;definido;otro;estado;;en a de casa de
268;221;Salamanca;Agallas;3624;I1 :  Y aquí sí. Y después ya, que yo me quedé aquí, pues yo he vivío|CI3| bien, gracias a Dios. No me ha hecho falta pa comer|PTF4| na, [R-Inf] he tenío de todo, sembrao... frejones, trigo, centeno, de to [R-Inf] he tenío, pa echale al ganao y... pa to. [R-Inf] Y ya los hijos pues fueron viendo otra, otra vida, otra cosa, ya fui decidiéndome|V1| a sacalos|CF20/MV36|, que no estuvieran aquí, porque aquí no... aquí no hacían na, no hacían vida. Y si saben algo es por eso, porque se fueron [R-Inf], si están aquí pues no habrían tenido. [HS:I1 Claro. ] [RISA] Y se fueron | se fue casi toda la gente. Por|P21| cuando me casé yo, se fue casi toda la gente, quedemos|MV3| cuatro o cinco... jóvenes. Los demás se habían ío tos ya. Ya no quedó gente.  E1 :  |T14| ¿Y cómo era antes, cómo se hacía uno novio, cómo...?  I1 :   [OTRAS-EM] Pues era igual que ahora. O sea, a-, ahora desde luego yo lo veo más, más feo. [RISA] Lo veo más feo por lo que te digo: porque se meten las muchachas | le|CLC2| echo la culpa a las mujeres, no a los hombres | se metían las muchachas, ahora se meten en casa de los chavales. Nosotros hasta el día que estabas casá [R-Inf] no entrabas en casa del chaval [HS:E2 Sí.] ni estabas con el chaval. Hablabas con él un rato y... y a casa. No como ahora que, que ahora, bueno, se van y se van pa aquí, se van pa allí, se van pa'l otro lado y... y están solteros y no se casan, que se pasan las [A-Inn] y ya no se casan. ;en;casa;si;definido;otro;ambiguo;;en a de casa de
269;152;Salamanca;Agallas;3624;I1 :  Y aquí sí. Y después ya, que yo me quedé aquí, pues yo he vivío|CI3| bien, gracias a Dios. No me ha hecho falta pa comer|PTF4| na, [R-Inf] he tenío de todo, sembrao... frejones, trigo, centeno, de to [R-Inf] he tenío, pa echale al ganao y... pa to. [R-Inf] Y ya los hijos pues fueron viendo otra, otra vida, otra cosa, ya fui decidiéndome|V1| a sacalos|CF20/MV36|, que no estuvieran aquí, porque aquí no... aquí no hacían na, no hacían vida. Y si saben algo es por eso, porque se fueron [R-Inf], si están aquí pues no habrían tenido. [HS:I1 Claro. ] [RISA] Y se fueron | se fue casi toda la gente. Por|P21| cuando me casé yo, se fue casi toda la gente, quedemos|MV3| cuatro o cinco... jóvenes. Los demás se habían ío tos ya. Ya no quedó gente.  E1 :  |T14| ¿Y cómo era antes, cómo se hacía uno novio, cómo...?  I1 :   [OTRAS-EM] Pues era igual que ahora. O sea, a-, ahora desde luego yo lo veo más, más feo. [RISA] Lo veo más feo por lo que te digo: porque se meten las muchachas | le|CLC2| echo la culpa a las mujeres, no a los hombres | se metían las muchachas, ahora se meten en casa de los chavales. Nosotros hasta el día que estabas casá [R-Inf] no entrabas en casa del chaval [HS:E2 Sí.] ni estabas con el chaval. Hablabas con él un rato y... y a casa. No como ahora que, que ahora, bueno, se van y se van pa aquí, se van pa allí, se van pa'l otro lado y... y están solteros y no se casan, que se pasan las [A-Inn] y ya no se casan. ;en;casa;si;definido;otro;ambiguo;;en a de casa de
270;153;Santa Cruz de Tenerife;San José (San Juan de la Rambla);5735; I2 :  lo hacen todavía, [A-Inn] [HS:I1 Al convite, después al convite.]  E1 :   ¿Y ustedes lo hicieron aquí el convite entonces, ya fue... [HS:I1 No, aquí no, aquí no.] en esta casa?  I1 :   Arriba en casa, en casa de mis padres.   E1 :  En casa de sus padres. [HS:E2 Ah...] [HS:I1 En casa|P11| mis padres.]   I1 :   Eso fue arriba. Y la... la iglesia está aquí más abajo, [HS:E1 [Asent].] que ahí ve-, [HS:E1 Sí, hemos estado por ahí paseando...] que ahí, ahí venimos a casarnos nosotros. [HS:E1 Es muy bonita esa iglesia.] Sí, [HS:E2 Sí.] pues ahí estuvimos, ahí nos casamos. ;en;casa;si;definido;parentesco;estado;;en a de casa de
271;154;Santa Cruz de Tenerife;San José (San Juan de la Rambla);5735;I1 :  De boca se borra.  E3 :  Usted cuando les cuenta a sus nietos que vivió en una cueva, ¿ellos no se interesan? Seguro que sí...  I1 :   Mira, [OTRAS-EM] esta misma niña, que tiene [OTRAS-EM] la edá que tiene, [HS:E1 [Asent].] me ha dicho: «Abuela, ¿cuándo vamos a ver la, [OTRAS-EM]» | la edá que tiene y yo no la he llevado a... a ver don-, donde nosotros nos criamos. [HS:E3 ¿No?] Y mi hermana, una que vive en, en [A-Inn], [HS:E1 [Asent].] me llama el otro día y me dice: «Mira, voy pa allá, que... voy a llevar a mis cuatro nietos porque me tienen la vida amargada, pa que los lleve a ver donde nosotros los|MP6| criamos, [HS:E [Asent].] y nosotros nacimos». [HS:E2 [Asent].] Pues empezó a llovere|A3|, y no... porque es un sitio, que claro, que ya no está habitado. [HS:E1 [Asent].] Ya... hay que entrar por un vereducho|S13|. [HS:E1 [Asent].] Entonces, como estaba lloviendo, pues no pueden... [HSE3: No.] [HS:E1 [Asent].] no los podía traer. Pero ahora cuando esté claro, ella dice... que no tengan clase, dice [OTRAS-EM]: «Pa llevarlos|CF20/MV36| para que vean onde nosotros nacimos y los|MP6| criamos». [HS:E1 [Asent].] Y los de mi casa, me dicen lo mismo, pero | y no es tan lejos, que es ahí. [HS:E1 [Asent].] Y ellos han estao también arriba en casa de, [OTRAS-EM] de | El único que ha bajado [HS:E1 [Asent].] abajo a donde nosotros nos criamos, pero no le hemos explicado [OTRAS-EM] prácticamente|CF19| cómo fue la vida de nosotros ni cómo no fue. [HS:E1 [Asent].] Entonces, pues, la verdad que... un día que los|MP6| parezca, les digo: «Vamos, pa que vean ustedes donde nosotros los|MP6| criamos, [HS:E1 [Asent].] y onde teníamos los animales, [HS:E1 [Asent].] y los|MP6| acostábamos todas en, como yo digo, en, en una parva, un rancho de, de mujeres todas... todas juntas ahí. [HS:E [Asent].] Y... y así... salimos.   E2 :   [Asent]. [HS:E1 [Asent].]   E3 :  ¿Qué dormían, las hermanas juntas? ;en;casa;si;interrumpido;NA;estado;;en a de casa de
272;155;Segovia;Santiuste de San Juan Bautista;3712; I1 :  Estuve tres o cuatro años, en la calle Fuencarral, trabajando.  E2 :  [Asent]. Y luego ya volvió aquí.  I1 :   Volví aquí. Luego ya me casé, porque le dije: «Oye, no casamos aunque sea sin cama». [RISAS] Nos casamos sin cama y sin nada. Claro, en casa de su padre era el único que había trabajando, y si se casaba los, los hundía, [HS:E2 [Asent].] que eran chicas las demás. Y yo, digo: «No voy a pagar yo las penas de todos», así [HS:E2 ¿Y su madre estaba] que eso pasó.   E2 :  de acuerdo?  I1 :  Mi madre estaba de acuerdo en todo. Mi madre era una mujer mu-... Tenía siete hijos, pues había pasao en la vida lo suyo como pa... dar un disgusto a un hijo por alguna cosa. [HS:E2 [Asent].] Nada, de eso nada.  E2 :  Y..., y los, los invitados, por ejemplo, eh, ¿los invitados a la boda hacían regalos a los novios? ;en;casa;si;definido;parentesco;estado;;en a de casa de
273;222;Segovia;Santiuste de San Juan Bautista;3712;I1 :  Mu felices sin nada.  E2 :  Y [HS:I1 [A-Inn]] las, la.... por ejemplo, ¿la, la..., la comida de... la boda la pagaba el novio?  I1 :   La comida de la novia... Es que era una gracia, la no- | la... | el novio hacía comida en su casa, y la novia en la suya, los padres. La familia mía a comer en casa de... Yo me fui a comer en casa de mi suegra, en ca'l novio. Y mí madre dio de comer a todos los convidaos, que nos juntamos muchos. Y después la cena tenía que venir él a cenar a mi casa.   E2 :  Ah, o sea, que ce- | comían uno en casa de uno y el otro en [HS:I1 Sí.] casa de la otra...  I1 :  No... Juntos los dos [HS:E2 Juntos...] comíamos en... casa de mi suegra. Y luego cenamos los dos juntos en casa de mi madre. Porque había comida y cena. ;en;casa;si;interrumpido;NA;ambiguo;;en a de casa de
274;156;Segovia;Santiuste de San Juan Bautista;3712;I1 :  Mu felices sin nada.  E2 :  Y [HS:I1 [A-Inn]] las, la.... por ejemplo, ¿la, la..., la comida de... la boda la pagaba el novio?  I1 :   La comida de la novia... Es que era una gracia, la no- | la... | el novio hacía comida en su casa, y la novia en la suya, los padres. La familia mía a comer en casa de... Yo me fui a comer en casa de mi suegra, en ca'l novio. Y mí madre dio de comer a todos los convidaos, que nos juntamos muchos. Y después la cena tenía que venir él a cenar a mi casa.   E2 :  Ah, o sea, que ce- | comían uno en casa de uno y el otro en [HS:I1 Sí.] casa de la otra...  I1 :  No... Juntos los dos [HS:E2 Juntos...] comíamos en... casa de mi suegra. Y luego cenamos los dos juntos en casa de mi madre. Porque había comida y cena. ;en;casa;si;definido;parentesco;ambiguo;;en a de casa de
275;157;Segovia;Santiuste de San Juan Bautista;3712;I1 :  La comida de la novia... Es que era una gracia, la no- | la... | el novio hacía comida en su casa, y la novia en la suya, los padres. La familia mía a comer en casa de... Yo me fui a comer en casa de mi suegra, en ca'l novio. Y mí madre dio de comer a todos los convidaos, que nos juntamos muchos. Y después la cena tenía que venir él a cenar a mi casa.  E2 :  Ah, o sea, que ce- | comían uno en casa de uno y el otro en [HS:I1 Sí.] casa de la otra...  I1 :   No... Juntos los dos [HS:E2 Juntos...] comíamos en... casa de mi suegra. Y luego cenamos los dos juntos en casa de mi madre. Porque había comida y cena.   E2 :  O sea, que duraba todo el día la [HS:I1 Todo el día la ceremonia.] celebración de la boda.  I1 :  Duraba, bueno... Y acostar la gente en... por ahí en todos los laos, porque venían gente... Ahora, hay de Madrid muchas [R-Ind] posibilidades de ir y venir, pero entonces ni coches, ni trenes, ni nada... pues tenías que... La gente que venía, sabes que los tenías allí pa un par de días o tres. ;en;casa;si;definido;parentesco;estado;;en a de casa de
276;158;Segovia;Anaya;3701; I1 :  No, yo no lo he hecho nunca, tampoco.  E1 :  ¿Y no sabe cómo se hace el queso? Si su padre, [HS:I1 No, no, no.] su abuelo o algún vecino aquí en el pueblo.  I1 :   Sí, por ejemplo, aquí en casa de..., de unos tíos míos que han tenido... vacas y ovejas toda la vida. [A-Err]   I2 :  No, no me acuerdo. Sé que se cuajaba [A-Inn]. [A-Err]  I1 :  Cuajo.  I2 :  No me acuerdo. ;en;casa;si;definido;parentesco;estado;;en a de casa de
